-55.168,-69.355,-123.83,-133.44,-10.268,-19.439,-21.762,-61.923,16.505,21.047,19.926,15.976,6.1235,-14.257,-27.886,-26.987,-5.8575,-13.822,-1.8826,-1.1873,5.9244,-2.5928,-1.3836,6.449,0.35838,12.133,0.19916,7.5231,-1.9998,10.552,-9.6136,-8.8113,6.8911,-6.6817,-11.64,-11.092,-0.59064,16.918,9.4885,9.879,-3.6882,-5.0852,-1.7395,-0.66621,-6.2414,6.6687,13.186,6.4453,-2.8121,6.5348,-3.0993,-5.3622,1.3639,5.3358,-1.0056,3.0164,-7.0082,5.0653,-3.9247,8.7526,1
-44.086,-71.773,-134.53,-151.89,-20.007,-22.414,-46.065,-36.064,0.5454,14.142,17.355,22.475,-0.68474,-13.3,-24.584,-32.147,-5.0421,-0.4311,-7.919,15.776,-4.5068,5.2702,11.381,2.7745,11.112,7.7885,21.284,11.163,-3.4351,0.13657,-1.9559,-11.627,-1.7457,-9.7579,-10.619,-15.824,8.7114,10.009,5.2038,15.224,-3.2957,-2.6609,-3.0005,-1.4757,6.6649,-5.4172,2.9645,4.8567,6.4233,9.9617,-2.8836,6.3532,5.6716,12.655,-0.79756,-5.965,-2.5737,3.7527,-13.452,6.8942,1
-68.4,-77.877,-140.01,-152.01,-23.313,-28.638,-45.138,-49.765,9.992,17.611,28.685,21.069,-9.1809,-21.143,-13.435,-22.128,1.3064,4.0471,8.0731,2.7407,-6.09,-6.8919,-1.8684,8.7818,4.98,8.3543,-3.957,10.547,4.3429,-5.068,-5.5628,-28.353,-3.9406,-5.4596,-24.986,-9.7472,-0.011355,1.228,1.4346,-8.2862,3.3011,12.933,4.4989,-11.627,-10.185,10.255,-5.8869,2.9036,-4.0071,1.7597,-3.9936,7.922,1.0272,-5.1669,-2.6398,11.023,-10.462,-3.9774,-0.077845,-4.1955,1
-49.587,-63.459,-133.91,-138.72,-18.44,-40.049,-41.383,-45.933,7.5677,18.073,17.671,17.291,-18.294,-13.156,-13.718,-6.2848,0.65117,-1.2376,0.96822,2.1927,8.5212,-3.4258,-0.41119,7.2399,-4.4417,15.168,14.519,11.54,-4.6079,-3.0292,-20.564,-8.5578,-0.94373,-16.74,-0.41035,-0.70581,6.8543,12.412,7.7482,21.503,9.035,3.2848,10.792,-3.8303,-2.061,5.4704,-2.4118,7.8824,-0.99899,3.5465,10.056,-6.795,-0.76137,-12.592,-0.97607,2.4888,9.3825,-1.0085,-7.368,-6.9073,1
-54.949,-71.708,-129.49,-153.91,-18.931,-22.568,-32.685,-40.73,16.768,9.6906,17.176,16.966,-9.717,-10.081,-19.459,-20.741,-6.9374,1.8013,-8.382,-1.7006,-3.745,1.7451,7.6175,-2.1492,-6.8615,15.771,7.6024,-1.5477,7.0081,-10.145,-3.2246,-15.166,-4.4355,6.3567,3.6785,-10.178,0.90715,3.212,-0.61468,15.501,4.0376,-8.7384,-7.1404,-4.6156,-7.8347,5.8486,-10.791,-4.3091,-0.75647,3.4951,-14.493,-11.32,1.7778,12.258,-4.5313,9.882,1.163,-0.77828,-2.0826,-1.3572,1
-68.909,-78.209,-144.86,-163.06,-15.284,-19.962,-37.312,-46.102,14.678,10.634,12.174,35.164,5.3502,-7.8836,1.9724,-29.899,9.3442,0.34358,-2.1781,-0.73552,-9.7686,11.726,-11.359,-7.6997,4.2457,13.304,18.78,16.095,-6.8369,7.2597,-15.755,-4.9469,-4.8795,-9.7047,-11.012,-0.9662,-0.18736,-7.6354,15.842,9.0867,-4.6234,-4.0123,6.6976,9.8132,-2.9368,5.7494,3.1229,6.176,8.0911,-5.0545,0.87794,-0.56889,8.2774,2.7259,0.49861,-0.51564,4.6603,-6.6827,11.622,-8.7134,1
-58.092,-74.309,-125.31,-150.73,-20.363,-25.905,-44.385,-48.1,16.269,-0.78041,12.62,31.658,-6.2604,-5.6412,-5.8489,-24.203,1.2272,7.1079,-11.665,-6.6548,-13.651,-3.9567,4.1859,-4.4701,9.5825,13.632,20.865,4.9566,-24.312,2.007,-12.816,-6.6747,0.88447,-11.044,-1.802,-16.465,7.4586,4.4895,15.798,3.9769,-4.9122,-1.3275,-6.3662,-7.4805,2.3185,2.6211,6.79,-6.3693,-4.0438,-8.0332,3.0421,-14.894,-0.2467,2.3728,2.2744,-2.1927,-3.1113,-2.1608,11.605,8.9804,1
-53.218,-72.017,-129.85,-147.67,-27.623,-31.208,-44.553,-39.908,18.22,16.027,19.109,13.772,-4.8632,-14.512,-18.757,-19.943,6.2016,0.37787,-1.914,9.3892,3.5387,-5.4928,12.191,-5.8105,0.68818,8.4001,12.826,8.5324,4.5787,-3.6429,7.3639,-21.219,0.99422,-14.402,-5.7625,-15.306,0.41655,13.959,9.5468,3.2417,-0.41314,7.0406,-0.2518,11.764,-5.2284,8.8386,2.1566,3.0954,-10.974,-3.2399,11.173,7.17,-8.8676,0.51845,-3.9796,-1.416,2.4101,3.0904,-10.692,1.8982,1
-34.914,-73.619,-126.7,-150.5,-7.8702,-12.701,-54.098,-44.066,-1.2821,6.95,5.377,23.798,3.5904,-4.37,-19.823,-15.402,6.142,-2.4955,-0.17343,-7.0892,1.6041,-0.2935,3.8247,-0.97253,5.5895,-2.057,21.1,1.0768,-0.27059,0.16238,-11.914,-12.749,-3.5958,-9.3988,-17.296,-9.9519,-2.8323,1.2371,7.9166,19.103,-8.4393,-5.9502,-2.901,7.7351,-2.2576,-6.9476,10.163,-0.58196,-5.6054,5.8519,-0.22072,10.187,-7.3778,3.9097,1.7211,9.323,8.4551,9.7318,0.34632,-0.037739,1
-41.461,-71.162,-118.01,-150.46,-14.814,-13.051,-44.195,-52.396,10.849,11.192,26.464,16.627,-13.785,-14.649,-13.999,-28.86,7.539,-5.5332,-2.3259,-2.3349,-4.6676,15.122,3.799,-14.666,14.843,4.2055,12.925,18.657,1.6856,-8.7173,-12.036,-8.365,-22.062,-9.0132,-15.376,-13.963,-3.9221,6.8976,13.194,11.873,-11.631,7.9865,-2.07,0.91314,13.139,-5.6867,14.584,-0.67337,-8.7478,0.062877,-6.1779,6.8297,-5.4416,-10.77,-2.9339,-2.9672,2.4449,9.4593,0.68017,-1.1411,1
-63.838,-77.699,-135.85,-159,-20.167,-22.106,-40.275,-33.344,8.3989,10.63,17.423,17.578,-12.427,-17.089,-23.359,-18.771,0.87447,16.532,7.2645,-4.0073,-3.9845,-0.72355,1.5322,1.4181,-4.4709,-2.6707,8.9097,8.7904,-9.7674,-2.9912,-2.2159,-8.0381,-13.901,-0.24647,-2.6245,-11.163,2.401,6.7505,17.064,8.1995,-1.6136,-0.76992,1.701,-2.8366,4.011,1.2016,5.6773,-15.278,-10.696,-9.6731,0.59803,6.4986,0.2355,5.6693,-1.9254,9.1942,4.7205,-4.5185,-1.9912,7.2177,1
